"PRENOTAZIONE","NINGRESSO","Titolo","Autore ","Casa editrice","Disponibilità","CDD","ABBREVIAZ","SOGGETTO","ISBN","PAGINE","LUOGOEDIZ","COLLANA","ULTIMOAGG","ANNO_ED","PROGRESSIVO"
,"U00201","Crepuscolo degli dei","Biagi, Enzo","Rizzoli","LIBRO DISPONIBILE","943","BIA","1.Germania occidentale (repubblica federale tedesca)-Sec. XX",," 167","Milano","BUR",22/08/2002,"1975",201
,"U00202","Storia naturale di una passione","Todisco, Alfredo","Rizzoli","LIBRO DISPONIBILE","853.9","TOD",,," 177","Milano","BUR",25/08/2002,"1978",202
,"U00203","Anonimo veneziano","Giuseppe, Berto","Rizzoli","LIBRO DISPONIBILE","853.9","BER",,," 116","Milano","BUR",22/08/2002,"1980",203
,"U00204","Grande cielo, Il","Guthrie, Alfred Bertram","Rizzoli","LIBRO DISPONIBILE","813.5","GUT",,," 539","Milano","BUR, 224",05/09/2002,"1978",204
,"U00205","Maestro e Margherita, Il","Bulgakov, Mihail Afanas'evic","Garzxanti","LIBRO DISPONIBILE","891.734","BUL",,," 407","Milano","I Garzanti, 24",06/09/2002,"1973",205
,"U00206","Malacarità, La","Travaini, Eugenio","Rizzoli","LIBRO DISPONIBILE","853.9","TRA",,," 249","Milano","BUR",25/08/2002,"1975",206
,"U00208","Giro del mondo in ottanta giorni, Il","Verne, Jules","Rizzoli","LIBRO DISPONIBILE","R  H","VER",,," 285","Milano","BUR",10/10/2002,"1980",208
,"U00209","Cuore","De Amicis, Edmondo","Rizzoli","LIBRO DISPONIBILE","R I","DEA",,," 423","Milano","BUR",20/03/2003,"1978",209
,"U00210","Mondo piccolo. Don Camillo e i giovani d'oggi","Guareschi, Giovanni","Rizzoli","LIBRO DISPONIBILE","853.9","GUA",,," 204","Milano","BUR",23/08/2002,"1979",210
,"U00215","Isola misteriosa, L'","Verne, Jules","Mursia","LIBRO DISPONIBILE","R  H","VER",,,"   0","Milano","Corticelli, 11",24/10/2002,"1981",215
,"U00216","Richiamo della foresta, Il","London, Jack","Mondadori","LIBRO DISPONIBILE","R  H","LON",,,"   0","Milano",,24/10/2002,"1981",216
,"U00217","Capanna dello zio Tom, La","Stowe, Harriet Beecher","Mursia","LIBRO DISPONIBILE","R  I","STO",,,"   0","Milano","Corticelli, 1963",24/10/2002,"1981",217
,"U00218","Robinson crusoe","Defoe, Danil",,"LIBRO DISPONIBILE",,,,,"   0",,,,,218
,"U00219","Piccolo Principe, Il","Saint-Exupery, Antoine de","Bompiani","LIBRO DISPONIBILE","R  B","SAI",,,"   0","Milano",,26/10/2002,"1981",219
,"U00222","Isola del tesoro, L'","Stevenson, Robert Louis","AMZ","LIBRO DISPONIBILE","R  H","STE",,,"   0","Milano","Messaggi dal tempo",24/10/2002,"1970",222
,"U00223","A presto Casimiro","Minestrini, Walter","Varesina Grafica","LIBRO DISPONIBILE","R  I","MIN",,,"   0","Varese","Messaggi d'oggi",24/10/2002,"1970",223
,"U00224","Ragazzi della via Pal, I","Molnar, Ferenc","Varesina Grafica","LIBRO DISPONIBILE","R  I","MOL",,,"   0","Varese",,02/11/2002,"1970",224
,"U00225","Corpo umano","Smith",,"LIBRO DISPONIBILE",,,,,"   0",,,,,225
,"U00228","Giardino dei ciliegi, Il","Cehov, Anton Pavlovic","Rizzoli","LIBRO DISPONIBILE","891.723","CEH",,," 189","Milano","BUR",05/09/2002,"1974",228
,"U00236","Selezione del libro","Autori, Vari",,"LIBRO DISPONIBILE",,,,,"   0",,,,,236
,"U00243","Diario 1900-1941","Prezzolini, Giuseppe","Rusconi","LIBRO DISPONIBILE","858.9","PRE",,," 677","Milano",,23/09/2002,"1978",243
,"U00244","Diari 1976-1979","Andreotti, Giulio","Rizzoli","LIBRO DISPONIBILE","945.092 709 2","AND","1.Italia-Politica-1976-1979-Diari e memorie",," 366","Milano",,22/08/2002,"1980",244
,"U00245","121° brigata d'assalto Garibaldi ""Walter Marcobi"", La, /di/ Claudio Macchi, cioè Giuseppe Macchi","Macchi, Giuseppe","Litografia Pozzi","LIBRO DISPONIBILE","940.54","MAC","1.Corpo volontari della libertà-Divisione Garibaldi-Varese-Brigata Walter Marcobi-Diari e memorie, 2.Resistenza-Varese (provincia)-Diari e memorie",," 174","Varese",,07/10/2002,"1978",245
,"U00247","Giorgio La Pira","Fanfani, Amintore","Rusconi","LIBRO DISPONIBILE","945.510 09","FAN","1.La Pira, Giorgio",," 166","Milano",,22/08/2002,"1978",247
,"U00249","Perchè punire? Il collasso della giustizia pensale","Mathieu, Vittorio","Rusconi","LIBRO DISPONIBILE","345","MAT","1.Pena",," 299","Milano","Problemi attuali",14/09/2002,"1978",249
,"U00250","Rivoluzione d'ottobre era ineluttabile, La","Medvedev, Roy Aleksandrovic","Editori Riuniti","LIBRO DISPONIBILE","947.084","MED","1.Rivoluzione russa",," 133","Roma","Biblioteca di storia, 61",19/09/2002,"1976",250
,"U00251","Messaggi dei condannati a morte della resistenza sovietica","AA.VV.","Teti","LIBRO DISPONIBILE","940.54","MES","1.Guerra mondiale 1939-1945-Unione sovietica-Lettere",," 403","Milano",,10/10/2002,"1974",251
,"U00252","Eclisse. Pensieri in libertà, L'","PIccolo, Luigi","Lo Scudo","LIBRO DISPONIBILE",,"PIC",,," 174","s.l.",,23/09/2002,"1984",252
,"U00253","Gattopardo, Il","Tomasi di Lampedusa, Giuseppe","Loescher","LIBRO DISPONIBILE","853.9","TOM",,," 245","Torino","Narrativa scuola",25/08/2002,"1979",253
,"U00254","Falco pellegrino, Il","Baker, John Alec","Rizzoli","LIBRO DISPONIBILE","598","BAK","1.Falcone",," 178","Milano","L'ornitorinco",06/09/2002,"1979",254
,"U00255","Storie naturali","Renard, Jules","Rizzoli","LIBRO DISPONIBILE","843.8","REN",,," 150","Milano","L'ornitorinco",01/09/2002,"1977",255
,"U00257","Lenin","Gor'kij, Maksim","Editori Riuniti","LIBRO DISPONIBILE","947.084 092","GOR","1.Lenin, Vladimir Il'ic",,"  83","Roma","Enciclopedia tascabile, 25",10/10/2002,"1961",257
,"U00258","Comunisti e cattolici","Togliatti, Palmiro","Editori Riuniti","LIBRO DISPONIBILE","324.245075","TOG","1. Partito comunista italiano
2. Cattolicesimo e comunismo - Italia - 1949
3. Cattolicesimo e comunismo - Italia",,"96","Roma",,,"1966",258
,"U00259","Ideologia e politica","Scoccimarro, Mauro","Editori Riuniti","LIBRO DISPONIBILE","329","SCO","1.Partito Comunista Italiano-Politica",," 163","Roma",,10/10/2002,"1960",259
,"U00260","Ideologia marxista e programmazione economica","Scoccimarro, Mauro","Editori Riuniti","LIBRO DISPONIBILE","335.4","SCO","1.Marxismo",," 186","Roma",,10/10/2002,"1965",260
,"U00261","Antonio Gramsci di fronte al fascismo","Bollati, Franco","Edizioni Dehoniane","LIBRO DISPONIBILE","320.53","BOL","1. Gramsci, Antonio - Pensiero politico I. Mura, Giancarlo",,"152","Napoli","Quaderni di studi sociali, 2",,"1980",261
,"U00262","Contrasti e la scoperta delle no, I","lapierre-aucouturier",,"LIBRO DISPONIBILE",,,,,"   0",,,,,262
,"U00263","Brigantaggio meridionale, Il","De Jaco, Aldo","Unità","LIBRO DISPONIBILE","364.1","DEJ","1. Brigantaggio - Italia meridionale - Antologie   I. De Jaco, Aldo",,"351","Roma",,,"1979",263
,"U00264","Avventura fascista in Etiopia, L'","Giovana, Mario","Teti","LIBRO DISPONIBILE","945.091","GIO","1.Guerra italo-etiopica 1935-1936",," 328","Milano",,10/10/2002,"1976",264
,"U00265","Nave incantata, La","Paretti, Sandra","CDE","LIBRO DISPONIBILE","853.9","PAR",,," 331","Milano",,24/08/2002,"1981",265
,"U00269","Migrazioni degli uccelli. Basi fisiche e biologiche del senso di orientamento, Le","Griffin, Donald R.","Zanichelli","LIBRO DISPONIBILE","591.52","GRI","1.Uccelli-Migrazioni",," 167","Bologna","Biblioteca di monografie scientifiche, 1",14/09/2002,"1977",269
,"U00271","Padre Pio l'uomo della speranza","Allegri, Renzo","Mondadori","LIBRO DISPONIBILE","271","ALL","1.Pio da Pietrelcina (santo)",," 231","Milano",,22/08/2002,"1990",271
,"U00272","Storia dell'automobile nel modellismo","Massucci, Edoardo","De Agostini","LIBRO DISPONIBILE","688.1","MAS","1.Automobili-Modelli-Storia-1769-1934",,"  64","Novara","I documentari, 36",10/10/2002,"1971",272
,"U00274","Ciclismo amore e fantasia","Cogliati, Natale","La Varesina Grafica","LIBRO DISPONIBILE","796.6","COG","1.Ciclisti, 2.Ciclismo",," 510","Varese",,14/09/2002,,274
,"U00275","Mile e una corsa. Con ampia panoramica sul ciclismo varesino e la storia completa dei campionati del mondo, Le","La Varesina Grafica","796.9","LIBRO DISPONIBILE","796.6","COG","1.Ciclismo-Varese (provincia)-1945-1975, 2.Ciclismo-Storia-1945-1975",," 445","Varese",,14/09/2002,"1975",275
,"U00278","Gallarate nella storia e nella tradizione. Memorie e testimonianze","Aspesi, Luigi","Società Gallaratese Studi Patri","LIBRO DISPONIBILE","945.22","ASP","1.Gallarate-Storia",," 434","Gallarate",,12/09/2002,"1978",278
,"U00279","Napoli e dintorni","Bisi Ingrassia, Anna Maria","Newton Compton","LIBRO DISPONIBILE","937.7","BIS","1.Archeologia-Napoli (provincia)",," 268","Roma","Itinerari archeologici, 7",12/09/2002,"1981",279
,"U00280","Castiglione Olona. Fotografie di Carlo Meazza. testi di Carlo Alberto Lotti","Meazza, Carlo","s.e.","LIBRO DISPONIBILE","914.522","MEA","1.Castiglione Olona-Fotografie",,"   0","s.l.",,12/09/2002,"1979",280
,"U00282","Cultura di Castelseprio. Ricerca promossa dall'Istituto Universitario Lingue moderne di Milano, A","Augias, Michele","a cura dell'A.","LIBRO DISPONIBILE","945.22","AUG","1.Castelseprio-Storia",,"  61","s.l.",,12/09/2002,"1978",282
,"U00283","Varese in tasca","Colombo, Silvano","Lativa","LIBRO DISPONIBILE","914.522","COL","1.Varese (territorio)-Guide artistiche",," 165","Varese",,11/09/2002,"1981",283
,"U00284","Esploriamo insieme la montagna. Il libro del giovane trapper","Plantain, Paul-Henry","Mursia","LIBRO DISPONIBILE","796.54","PLA","1.Campeggi-Manuali, 2.Montagna",," 189","Milano",,12/09/2002,"1980",284
,"U00285","Guida alla lombardia misteriosa","AA.VV.","SugarCo","LIBRO DISPONIBILE","914.52","GUI","1.Lombardia-Guide, 2.Curiosità-Lombardia",," 472","Milano",,12/09/2002,"1981",285
,"U00287","Varese, vicende e protagonistii, a cura di Silvano Colombo. Vol. 1","AA.VV.","Edison","LIBRO DISPONIBILE","945.22","VAR","1.Varese-Storia-Saggi, 2.Varese (provincia)-Storia-Saggi",,"   0","Bologna",,12/09/2002,"1977",287
,"U00292","Montagne, terremoti e vulcani","Dominguez",,"LIBRO DISPONIBILE",,,,,"   0",,,,,292
,"U00298","Benedetto croce e lo storicismo","Olgiati, Francesco","Vita e Pensiero","LIBRO DISPONIBILE","195","OLG","1.Croce, Benedetto",," 397","Milano",,10/10/2002,"1953",298
,"U00299","Fiabe bergamasche","Anesa, Marino - Rondi, Mario","Silvana","LIBRO DISPONIBILE","398.209 452 4","ANE","1.Favole bergamasche",," 525","Milano","Mondo popolare in Lombardia, 11",12/09/2002,"1981",299
,"U00300","Luce del nord, La","Croni, Archibald Joseph","Bompiani","LIBRO DISPONIBILE","823.9","CRO",,," 389","Milano",,05/09/2002,"1958",300
,"U00301","Saggi e sscritti critici e vari","De, Sanctis Francesco",,"LIBRO DISPONIBILE",,,,,"   0",,,,,301
,"U00302","Linguaggio d'Italia: storia e strutture linguistiche italiane dalla preistoria ai nostri giorni, Il","Devoto, Giacomo","Rizzoli","LIBRO DISPONIBILE","450.9","DEV","1.Lingua italiana-Storia",," 406","Milano","Saggi",22/08/2002,"1974",302
,"U00303","Vocabolario del milanese d'oggi","menicanti-spiller",,"LIBRO DISPONIBILE",,,,,"   0",,,,,303
,"U00307","Anatomia dell'apartheid","Limp, Walter","Einaudi","LIBRO DISPONIBILE","305.8","LIM","1.Razzismo-Sudafrica, 2.Discriminazione razziale-Sudafrica",," 178","Torino","Serie politica, 56",19/09/2002,"1977",307
,"U00309","Basi scientifiche della fotogra, Le","Walls, H. J. - Attridge, G. G.","Cesco Ciapanna","LIBRO DISPONIBILE","770","WAL","1.Fotografia",," 430","Roma",,07/09/2002,"1979",309
,"U00310","Dentro il bridge con Belladonna","Belladonna, Giorgio","Mursia","LIBRO DISPONIBILE","795.41","BEL","1.Bridge",," 230","Milano","I giochi",22/08/2002,"1981",310
,"U00311","Storia dei popoli. Vol. 1","Valentin, Veit","Mondadori","LIBRO DISPONIBILE","909","VAL","1.Civiltà-Storia",," 700","Milano",,23/09/2002,"1960",311
,"U00312","Uomini si muovono, Gli","Cassinis, Umberto","Loescher","LIBRO DISPONIBILE","304.509 45","CAS","1.Emigrazione italiana",,"  64","Torino","La ricerca. Serie storica, 65",23/09/2002,"1978",312
,"U00313","Leggende del Lago Maggiore (la sponda magra)","Ranci, Costanzo","s.e.","LIBRO DISPONIBILE","853.9","RAN",,," 153","s.l.",,12/09/2002,"1980",313
,"U00314","Miniature altomedievali lombarde: la poesia nella Bibbia, di Luigi Santucci; Nota storica sui Salteri milanesi del IX se","Santucci, Luigi - Paredi, Angelo","s.e.","LIBRO DISPONIBILE","096","SAN","1.Salteri miniati-Lombardia-Sec. IX, 2.Miniature-Lombardia-Sec. IX",," 178","s.l.",,10/09/2002,"1978",314
,"U00315","Incontro con l'uomo preistorico","Koenigswald, Gustav Heinrich Ralph von","Il Saggiatore","LIBRO DISPONIBILE","573.3","KOE","1.Paleantropo",," 284","Milano","Uomo e mito, 52",23/09/2002,"1967",315
,"U00316","Impero degli inca, L'","Von Hagen, Victor Wolfgang","Newton Compton","LIBRO DISPONIBILE","980","VON","1.Incas",," 222","Roma","Universale tascabile, 3",23/09/2002,"1979",316
,"U00317","Magna Grecia, La","De Palma, Claudio","Newton Compton","LIBRO DISPONIBILE","937.7","DEP","1.Magna Grecia",," 205","Roma","Paperbacks civiltà scomparse, 45",23/09/2002,"1980",317
,"U00318","Alla ricerca di Troia. A cura di Maria Beatrice Sirolesi","Schliemann, Heirich","Newton Compton","LIBRO DISPONIBILE","939","SCH","1.Oggetti di scavo-Troia, 2.Archeologia-Troia, 3.Troia",," 286","Roma","Paperback civiltà scomparse, 11",23/09/2002,"1978",318
,"U00319","Oceania","Buhler, Alfred - Barrow, Terry - Mountford, Charles","IlSaggiatore","LIBRO DISPONIBILE","709.01","BUH","1.Arte-Oceania",," 274","Milano",,19/09/2002,"1966",319
,"U00320","Popoli delle steppe. Nascita e sfondo sociale dello stile animalistico, I","Jettmar, Karl","Il Saggiatore","LIBRO DISPONIBILE","709.5","JET","1.Arte-Asia centrale-Sec. X a.C.-Sec. III d.C.",," 300","Milano",,19/09/2002,"1964",320
,"U00321","Impegno carolingio, L'","Hubert, Jean - Porcher, Jean - Volbach, Wolfgang Fritz","Rizzoli","LIBRO DISPONIBILE","709.02","HUB","1.Impero carolingio, 2.Arte carolingia",," 378","Milano","BUR Arte",07/09/2002,"1981",321
,"U00322","Grande officina: arte italiana 1460-1500, La","Chastel, André","Rizzoli","LIBRO DISPONIBILE","709.45","CHA","1.Arte italiana-1460-1500",," 415","Milano","BUR Arte",07/09/2002,"1979",322
,"U00323","Centri del rinascimento: arte italiana 1460-1500, I","Chastel, André","Rizzoli","LIBRO DISPONIBILE","709.45","CHA","1.Arte italiana-1460-1500",," 384","Milano","BUR Arte",07/09/2002,"1979",323
,"U00324","Primo rinascimento: arte italiana 1400-1460, Il","Heydenreich, Ludwig Heinrich","Rizzoli","LIBRO DISPONIBILE","709.45","HEY","1.Arte italiana-1400-1460",," 431","Milano","BUR Arte",07/09/2002,"1979",324
,"U00325","Arte moderna 1770/1970, L'","Argan, Giulio Carlo","Sansoni","LIBRO DISPONIBILE","709.03","ARG","1.Arte-Storia-1770-1970",," 769","Firenze",,10/09/2002,"1984",325
,"U00327","Francesco: otto secoli di una grande avventura cristiana. A cura di Luigi Santucci","AA.VV.","Mondadori","LIBRO DISPONIBILE","271","FRA","1.Francesco d'Assisi (santo), 2.Francescanesimo",," 278","Milano",,10/10/2002,"1981",327
,"U00328","Egitto dei faraoni, L'","David, Rosalie","Newtron Compton","LIBRO DISPONIBILE","932","DAV","1.Egitto antico",," 152","Roma","Civiltà scomparse. Panorami archeologici",23/09/2002,"1978",328
,"U00329","Civiltà precolombiane, Le","Swanson, E. H. - Bray, W. M. - Farrington, I. S.","Newton Compton","LIBRO DISPONIBILE","970.004","SWA","1.America-Civiltà precolombiane",," 151","Roma","Civiltà scomparse. Panorami archeologici",23/09/2002,"1978",329
,"U00330","Civilt… greca dalle origini all'apogeo, La","Johnston, Alan","Newton Compton","LIBRO DISPONIBILE","938","JOH","1.Civiltà greca, 2.Grecia antica-Storia-Origini-Sec. V a.C.",," 147","Roma","Civiltà scomparse. Panorami archeologici",23/09/2002,"1979",330
,"U00331","Perchè della natura, I. Vol. 1:; L'universo, il sistema solare, la Terra, l'aria, la superficie terrestre","Santin, Federico","La Sorgente","LIBRO DISPONIBILE","R 500","SAN","1.Scienze matematiche, fisiche e naturali-Libri per ragazzi, 2.Universo-Libri per ragazzi, 3.Sistema solare-Libri per ragazzi, 4.Terra-Libri per ragazzi",,"   0","Milano",,20/03/2003,"1977",331
,"U00332","Chiesa e la sua storia, La. Vol. 3: L'ultimo mondo antico","AA.VV.","Jaca Book","LIBRO DISPONIBILE","R 270","CHI","1.Chiesa-Storia-Libri per ragazzi",,"   0","Milano",,24/04/2003,"1980",332
,"U00333","Uccelli, Gli","Hicks, J.L.","La Sorgente","LIBRO DISPONIBILE","R 598","HIC","1. Uccelli  
",,"31","Milano","Guardiamo da vicino",,"1977",333
,"U00334","A ogni morte di papa","Andreotti, Giulio","Rizzoli","LIBRO DISPONIBILE","282.092","AND","1.Papi-1927-1975",," 179","Milano","BUR, 476",22/08/2002,"1980",334
,"U00335","Misteri del mare, I","AA.VV.","La Sorgente","LIBRO DISPONIBILE","R 551.46","MIS","1. Mare - Libri per ragazzi",,"64","Milano","Io e...",20/03/2003,"1980",335
,"U00336","Mammiferi, I","Carrington, Richard","Mondadori","LIBRO DISPONIBILE","R 599","CAR","1.Mammiferi-Libri per ragazzi",," 191","Milano","I regni della vita",20/03/2003,"1972",336
,"U00337","Parchi nazionali. testi di Jean Paul Harroy /e altri/","AA.VV.","De Agostini","LIBRO DISPONIBILE","333.78","PAR","1.Parchi nazionali",," 128","Novara",,19/09/2002,"1978",337
,"U00346","Piccolo Rizzoli Larousse. Dizionario enciclopedico per tutti. Vol. 1","AA.VV.","Rizzoli","LIBRO DISPONIBILE","035","PIC",,,"   0","Milano",,19/09/2002,"1975",346
,"U00347","Costituzione della Repubblica Italiana, La","Italia","ANPI","LIBRO DISPONIBILE","342","ITA",,," 118","Varese",,19/09/2002,"1973",347
,"U00350","Enciclopedia generale illustrata. Vol. 1: Storia","AA.VV.","Rizzoli","LIBRO DISPONIBILE","035","ENC",,,"   0","Milano",,09/09/2002,"1969",350
,"U00351","Enciclopedia Universale Rizzoli Larousse, vol. 1","AA.VV.","Rizzoli","LIBRO DISPONIBILE","035","ENC",,,"   0","Milano",,09/09/2002,"1966",351
,"U00352","Partigiane della libertà","AA.VV.","P.C.I.","LIBRO DISPONIBILE","945.091","PAR","1.Donne antifasciste italiane, 2.Resistenza-Partecipazione femminile",," 237","Roma",,23/09/2002,"1973",352
,"U00353","Bambino sulla riva, Il","Clericetti, Guido","La Scuola","LIBRO DISPONIBILE","R  B","CLE",,,"   0","Brescia","Nuove storie del tucano",01/11/2002,"1981",353
,"U00354","Missione Col di Luna 1944-1945","Boccazzi, Cino","Rusconi","LIBRO DISPONIBILE","940.54","BOC","1.Resistenza-Friuli Venezia Giulia-Diari e memorie",," 236","Milano","La storia da vicino",22/08/2002,"1977",354
,"U00355","AAA","Fre","Mondadori","LIBRO DISPONIBILE","813.5","FRE",,," 355","Milano","Bestsellers",05/09/2002,"1990",355
,"U00356","Racconti","Twain, Mark","Edizioni del dopolavoro","LIBRO DISPONIBILE","R 813.4","TWA",,,"254","Verona",,,"1957",356
,"U00357","Cacciatori di bisonti, I","Garretson, Martin S.","Longanesi & C.","LIBRO DISPONIBILE","599.735","GAR","1.Bisonte americano, 2.Caccia al bisonte-Far West",," 270","Milano","Il Cammeo, 18",06/09/2002,"1948",357
,"U00358","Avventura brasiliana","Fleming, Peter","Longanesi & C.","LIBRO DISPONIBILE","823.9","FLE",,," 292","Milano","Piccola biblioteca, 8-9",05/09/2002,"1951",358
,"U00359","Altra faccia della luna, L'","AA.VV.","Longanesi & C.","LIBRO DISPONIBILE","940.53","ALT","1.Guerra mondiale 1939-1945-Unione Sovietica-Storia",," 310","Milano","Il mondo nuovo, 5",23/09/2002,"1948",359
,"U00362","Casa delle bambole, La","Ka-Tzetnik 135633","Mondadori","LIBRO DISPONIBILE","892.4","KAT",,," 307","Milano","Gli Oscar, 205",25/08/2002,"1971",362
,"U00363","Anteprima","chiara-falconi-forsyth-fromm",,"LIBRO DISPONIBILE",,,,,"   0",,,,,363
,"U00364","Vita con gli orsi","Day, Beth","Garzanti","LIBRO DISPONIBILE","813.5","DAY",,," 219","Milano","Letture per le scuole medie",05/09/2002,"1974",364
,"U00365","Quattro in medicina il dottore in casa","Gordon, Richard","Longanesi & C.","LIBRO DISPONIBILE","823.9","GOR",,," 244","Milano","La Gaja Scienza, 94",01/09/2002,"1955",365
,"U00366","Amore Š difficile, L'","knut, hamsum",,"LIBRO DISPONIBILE",,,,,"   0",,,,,366
,"U00368","Sublime, Il","Monk, Samuel Holt","Marietti","LIBRO DISPONIBILE",,,,," 321","Genova","Collana di saggistica, 56",01/09/2002,"1991",368
,"U00369","Non ci sarà più tempo","Borden, William Liscum","Longanesi & C.","LIBRO DISPONIBILE","355","BOR","1.Stati Uniti d'America-Difesa militare",," 289","Milano","Il mondo nuovo, 2",06/09/2002,"1948",369
,"U00370","Ultimo avversario, L'","Hillary, Richard","Il Saggiatore","LIBRO DISPONIBILE","940.54","HIL","1.Guerra mondiale 1939-1945-Diari e memorie",," 210","Milano","I gabbiani, 2",04/09/2002,"1964",370
,"U00371","Matta, La","Maciver, Joyce","Longanesi & C.","LIBRO DISPONIBILE","823.9","MAC",,," 367","Milano","I superpocket, 9",05/09/2002,"1961",371
,"U00372","Rommel, la volpe del deserto","Young, Desmond","Longanesi & C.","LIBRO DISPONIBILE","940.54","YOU","1.Rommel, Erwin Johannes",," 296","Milano","I libri pocket, 2",01/09/2002,"1965",372
,"U00373","Vento in testa, Il","Travaini, Eugenio","Rizzoli","LIBRO DISPONIBILE","853.9","TRA",,," 212","Milano","La Scala",25/08/2002,"1977",373
,"U00374","Primo Faust, Il","Goethe, Johann Wolfgang von","Rizzoli","LIBRO DISPONIBILE","832.6","GOE",,," 189","Milano","BUR, 39-40",05/09/2002,"1949",374
,"U00375","Battaglia, La","Steinbeck, John","Bompiani","LIBRO DISPONIBILE","813.5","STE",,," 365","Milano",,01/09/2002,"1958",375
,"U00376","Arco di trionfo","Remarque, Erich Maria","Bompiani","LIBRO DISPONIBILE","833.9","REM",,," 515","Milano",,01/09/2002,"1955",376
